event,logicNeg,cueNeg,pragNeg
PersonX heads to the beach,"[""PersonX does not head to the beach""]","[""PersonX never heads to the beach""]","[""PersonX heads to the house"", ""PersonX heads to work""]"
PersonX thanks the ___ for PersonY's contributions,[],[],[]
PersonX communicates ___ to others,[],[],[]
PersonX loves ___ than anything,[],[],[]
PersonX reaches PersonX's potential,"[""PersonX does not reach PersonX's potential""]","[""PersonX fails to achieve PersonX's goals""]","[""PersonX constantly lets himself down""]"
PersonX gives you PersonY opinion,"[""PersonX does not give you PersonY opinion""]",[],"[""PersonX hides PersonY's opinion from you."", ""PersonX gets PersonY opinion from you""]"
PersonX keeps ___ with the growth,[],[],[]
PersonX keeps the peace,"[""PersonX does not keep the peace""]",[],"[""PersonX causes problems"", ""PersonX riles up the conflict""]"
PersonX takes PersonY decision,"[""PersonX does not take PersonY decision""]",[],"[""PersonX ignores PersonY's decision."", ""PersonX receives PersonY decision.""]"
PersonX finds ___ later,[],[],[]
PersonX loves PersonX's dog,"[""PersonX does not love PersonX's dog""]",[],"[""PersonX is afraid of dogs."", ""PersonX hates PersonX's dog""]"
PersonX makes ___ the other day,[],[],[]
PersonX sees's going on,"[""PersonX does not see's going on"", ""Person X can not see anything.""]",[],"[""PersonX sees  person Y coming""]"
PersonX wants a cat,"[""PersonX does not want a cat""]","[""PersonX never wants a cat""]","[""PersonX wants a dog."", ""PersonX is a dog lover""]"
PersonX confronts PersonY about it,"[""PersonX does not confront PersonY about it""]",[],"[""PersonX confronts PersonY about nothing"", ""PersonX is asked by PersonY about it""]"
PersonX rents PersonY apartment,"[""PersonX does not rent PersonY apartment""]",[],"[""PersonX buys PersonY apartment"", ""PersonX buys PersonY's house.""]"
PersonX calls PersonY's work,"[""PersonX does not call PersonY's work""]",[],"[""PersonX sends PersonY an email."", ""PersonX sends PersonY an email""]"
PersonX bosses ___ around,[],[],[]
PersonX makes PersonY connection,"[""PersonX does not make PersonY connection""]",[],"[""PersonX takes PersonY connection"", ""PersonX keeps their distance from PersonY""]"
PersonX puts PersonX's mind,"[""PersonX does not put PersonX's mind""]","[""PersonX by no means puts PersonX's mind""]","[""PersonX puts PersonX's body"", ""PersonX panics PersonX's mind""]"
PersonX wants to save money,"[""PersonX does not want to save money""]",[],"[""PersonX wants to spend money."", ""PersonX blows money so fast, it would make your head spin!""]"
PersonX looks angry,"[""PersonX does not look angry""]","[""PersonX looks unangry"", ""PersonX barely looks angry""]","[""PersonX appears relaxed."", ""PersonX looks happy.""]"
PersonX uses ___ regularly,[],[],[]
PersonX divides the ___ into groups,[],[],[]
PersonX lands on PersonY's leg,"[""PersonX does not land on PersonY's leg""]",[],"[""PersonX jumps off PersonY's leg"", ""Person X missed Person Y's leg when he landed.""]"
PersonX follows the recipe exactly,"[""PersonX does not follow the recipe exactly""]","[""PersonX scarcely follows the recipe exactly"", ""PersonX never follows the recipe exactly""]","[""PersonX likes to wing it when cooking""]"
PersonX asks PersonY's doctor,"[""PersonX does not ask PersonY's doctor""]",[],"[""PersonX tells PersonY's doctor a fact."", ""PersonX tells PersonY's doctor""]"
PersonX bullies in school,"[""PersonX does not bully in school""]",[],"[""PersonX is bullied in school"", ""PersonX counsels in school""]"
PersonX gives the ___ PersonX's name,[],[],[]
PersonX practices singing,"[""PersonX does not practice singing""]","[""PersonX refuses singing""]","[""PersonX is too shy to sing""]"
PersonX waits at the bus stop,"[""PersonX does not wait at the bus stop""]","[""PersonX gives up waiting at the bus stop""]","[""PersonX drives their car to work""]"
PersonX draws PersonX's last breath,"[""PersonX does not draw PersonX's last breath""]",[],"[""PersonX is born."", ""PersonX is still alive.""]"
PersonX thinks a lot,"[""PersonX does not think a lot"", ""PersonX did not have any time to think.""]",[],"[""PersonX thinks little""]"
PersonX starts working out every day,"[""PersonX does not start working out every day""]",[],"[""PersonX overeats every day."", ""PersonX starts working out every other day""]"
PersonX takes PersonY's outside,"[""PersonX does not take PersonY's outside""]","[""PersonX restrains themselves from taking PersonY's outside""]","[""PersonX takes PersonY into the house"", ""PersonX takes PersonY's inside""]"
PersonX beats ___ easily,[],[],[]
PersonX dyes PersonX's hair red,"[""PersonX does not dye PersonX's hair red"", ""PersonX doesn't dye PersonX's hair red""]","[""PersonX no longer dyes PersonX's hair red""]","[""PersonX washes PersonX's hair dye out.""]"
PersonX talks on PersonX's phone,"[""PersonX does not talk on PersonX's phone""]",[],"[""PersonX sends a text message."", ""PersonX texts on PersonX's phone""]"
PersonX gives PersonX's opinion,"[""PersonX does not give PersonX's opinion""]",[],"[""PersonX keeps their opinion to PersonX"", ""PersonX keeps PersonX's opinion""]"
"PersonX gets ___ , though",[],[],[]
PersonX spends ___ making,[],[],[]
PersonX goes to work the next day,"[""PersonX does not go to work the next day""]",[],"[""PersonX stays home the next day."", ""PersonX call off of work.""]"
PersonX pulls PersonY's hand,"[""PersonX does not pull PersonY's hand""]",[],"[""PersonX swats PersonY's hand"", ""personX is alone""]"
PersonX loses track of time,"[""PersonX does not lose track of time""]","[""PersonX forbids themselves from losing track of time""]","[""PersonX won track of time"", ""PersonX watches the clock""]"
PersonX practices day and night,"[""PersonX does not practice day and night""]",[],"[""PersonX plays day and night"", ""PersonX goofs off day and night""]"
PersonX drops the phone,"[""PersonX does not drop the phone""]",[],"[""PersonX holds their phone tightly in their hand."", ""PersonX picks up the phone""]"
PersonX misses ___ at work,[],[],[]
PersonX ducks PersonY's head,"[""PersonX does not duck PersonY's head""]",[],"[""PersonX lifts PersonY's head"", ""Person X lets Person Y hit his/her head.""]"
PersonX gives PersonY account,"[""PersonX does not give PersonY account""]",[],"[""PersonX robs PersonY's account."", ""PersonX takes PersonY account""]"
PersonX sees all of the animals,"[""PersonX does not see all of the animals""]",[],"[""PersonX sees some animals at their local zoo."", ""PersonX sees all of the fish""]"
PersonX likes the movie,"[""PersonX does not like the movie""]","[""PersonX dislikes the movie"", ""PersonX never likes the movie""]","[""PersonX hates the movie."", ""PersonX fell asleep during the movie.""]"
PersonX wants to learn how to cook,"[""PersonX does not want to learn how to cook""]",[],"[""PersonX wants to teach how to cook""]"
PersonX gets so frustrated,"[""PersonX does not get so frustrated""]",[],"[""PersonX feels satisfied with the progress they are making."", ""PersonX gets so satisfied""]"
PersonX puts ___ into the oven,[],[],[]
PersonX takes place as a result,"[""PersonX does not take place as a result""]","[""PersonX fails to finish as a result""]","[""PersonX orders PersonY to take PersonX's place""]"
PersonX practices hard,"[""PersonX does not practice hard""]",[],"[""PersonX misses practice"", ""PersonX has a natural talent""]"
PersonX feels sad,"[""PersonX does not feel sad""]","[""PersonX never feels sad""]","[""PersonX feels happy"", ""PersonX feels very happy.""]"
PersonX owns a dog,"[""PersonX does not own a dog""]","[""PersonX on no condition owns a dog"", ""PersonX has no pets.""]","[""PersonX owns a cat.""]"
PersonX puts the ___ to death,[],[],[]
PersonX turns PersonY's life,"[""PersonX does not turn PersonY's life""]",[],"[""PersonX encourages PersonY's bad behavior"", ""PersonX leaves PersonY's life""]"
PersonX starves the ___ into submission,[],[],[]
PersonX keeps PersonY from starving,"[""PersonX does not keep PersonY from starving""]","[""PersonX never keeps PersonY from starving""]","[""PersonX starves PersonY"", ""PersonX allows PersonY to starve""]"
PersonX buys ___ for PersonX's wife,[],[],[]
PersonX walks in the park,"[""PersonX does not walk in the park""]",[],"[""PersonX is blocked to access the evacuated park."", ""PersonX sits on a park bench""]"
PersonX does PersonX's best,"[""PersonX does not do PersonX's best"", ""PersonX did not give PersonX's all.""]","[""PersonX never does PersonX's best""]","[""PersonX does PersonX's worst""]"
PersonX packs PersonY's bags,"[""PersonX does not pack PersonY's bags""]","[""PersonX unpacks PersonY's bags"", ""PersonX unpacked PersonY bag.""]","[""PersonX dumps PersonY's bags""]"
PersonX wipes PersonY's forehead,"[""PersonX does not wipe PersonY's forehead""]","[""PersonX fails to wipe PersonY's forehead""]","[""PersonX splashes PersonY's  with liquid"", ""PersonX wipes PersonY's forearm""]"
PersonX puts PersonY's ___ together,[],[],[]
PersonX graduates ___ at the university,[],[],[]
PersonX earns money,"[""PersonX does not earn money""]","[""PersonX fails to earn money""]","[""PersonX loses money"", ""PersonX loses money.""]"
PersonX gets some work done,"[""PersonX does not get some work done""]","[""PersonX scarcely gets some work done"", ""PersonX does no work""]","[""PersonX is procrastinating""]"
PersonX gets to work on time,"[""PersonX does not get to work on time""]","[""PersonX hardly gets to work on time""]","[""PersonX gets to work late""]"
PersonX pours PersonX's heart,"[""PersonX does not pour PersonX's heart""]","[""PersonX shows no emotion""]","[""PerxonX holds in PersonX's feelings.""]"
PersonX leans back,"[""PersonX does not lean back"", ""PersonX doesn't lean back""]","[""PersonX scarcely leans back""]","[""PersonX stands up straight""]"
PersonX flies across the room,"[""PersonX does not fly across the room""]",[],"[""PersonX stays in one spot"", ""PersonX walks across the room""]"
PersonX demands PersonY's attention,"[""PersonX does not demand PersonY's attention"", ""PersonX doesn't demand PersonY's attention""]",[],"[""PersonY demands PersonX's attention""]"
PersonX gives PersonY help,"[""PersonX does not give PersonY help""]","[""PersonX refuses PersonY help."", ""PersonX refuses to give PersonY help""]",[]
PersonX sees PersonY too,"[""PersonX does not see PersonY too""]","[""PersonX avoids PersonY too""]","[""PersonX only sees PersonY""]"
PersonX paints the town red,"[""PersonX does not paint the town red""]",[],"[""PersonX paints the town black"", ""PersonX likes quiet nights at home.""]"
PersonX practices ___ for weeks,[],[],[]
PersonX tunes PersonY's guitar,"[""PersonX does not tune PersonY's guitar""]",[],"[""PersonX destroys PersonY's guitar"", ""PersonX plays PersonY's guitar""]"
PersonX sends home ___,[],[],[]
PersonX finally joined,"[""PersonX did not finally join""]","[""PersonX finally disconnected from the group""]","[""PersonX finally left""]"
PersonX turns PersonX's life around,"[""PersonX does not turn PersonX's life around""]",[],"[""PersonX falls into bad habits."", ""PersonX stays on the straight and narrow.""]"
PersonX leaves it alone,"[""PersonX does not leave it alone""]","[""PersonX no longer leaves it alone""]","[""PersonX keeps messing with it"", ""Personx takes it from home.""]"
PersonX makes PersonY's day,"[""PersonX does not make PersonY's day""]",[],"[""PersonX ruins PersonY's day"", ""PersonX disappoints PersonY""]"
PersonX argues with PersonY's boyfriend,"[""PersonX does not argue with PersonY's boyfriend""]",[],"[""PersonX talkes with PersonY's boyfriend"", ""PersonX gets along with PersonY's boyfriend.""]"
PersonX finally got back,"[""PersonX did not finally get back""]",[],"[""PersonX is stuck at the airport""]"
PersonX peers inside,"[""PersonX does not peer inside""]",[],"[""PersonX minds his own business"", ""PersonX looks outside""]"
PersonX burns the food,"[""PersonX does not burn the food""]",[],"[""PersonX cooks the food perfectly""]"
PersonX looks both ways,"[""PersonX does not look both ways""]",[],"[""PersonX walks into traffic."", ""PersonX looks to the left.""]"
PersonX takes it outside,"[""PersonX does not take it outside""]",[],"[""PersonX causes panic indoors"", ""PersonX takes it to the basement""]"
PersonX creates PersonY structure,"[""PersonX does not create PersonY structure""]",[],"[""PersonX destroys PersonY structure"", ""PersonX destroys PersonY structure.""]"
PersonX visits PersonX's daughter,"[""PersonX does not visit PersonX's daughter""]","[""PersonX under no circumstances visits PersonX's daughter"", ""PersonX seldomly visits PersonX's daughter""]","[""PersonX visits PersonX's father"", ""PersonX cancels on PersonX's daughter""]"
PersonX increases PersonX's knowledge,"[""PersonX does not increase PersonX's knowledge""]","[""PersonX hardly ever increases PersonX's knowledge""]","[""PersonX decreases PersonX's knowledge"", ""PersonX decreases PersonX's knowledge.""]"
PersonX is running down the street,"[""PersonX is not running down the street""]","[""PersonX is rarely running down the street""]","[""PersonX is eating down the street"", ""PersonX is standing still""]"
PersonX catches some rays,"[""PersonX does not catch some rays""]","[""PersonX not by any means catches some rays""]","[""PersonX stays inside the house away from the sun."", ""PersonX is out in the rain""]"
