neg_event,event,split,neg_cue,neg_cue_type
PersonX barely ever yells bingo,PersonX yells bingo,trn,barely ever,multi_word
PersonX barely ever makes a lot of friends,PersonX makes a lot of friends,trn,barely ever,multi_word
PersonX is barely ever outside playing,PersonX is outside playing,trn,barely ever,multi_word
PersonX barely ever decides to call PersonY,PersonX decides to call PersonY,trn,barely ever,multi_word
PersonX is barely ever following PersonY,PersonX is following PersonY,trn,barely ever,multi_word
PersonX barely ever gives PersonY an earful,PersonX gives PersonY an earful,trn,barely ever,multi_word
PersonX barely ever invites everyone,PersonX invites everyone,trn,barely ever,multi_word
PersonX barely ever signs the papers,PersonX signs the papers,trn,barely ever,multi_word
PersonX barely ever sings happy birthday,PersonX sings happy birthday,trn,barely ever,multi_word
PersonX barely ever turns the radio,PersonX turns the radio,trn,barely ever,multi_word
PersonX barely ever makes dinner for PersonY's family,PersonX makes dinner for PersonY's family,trn,barely ever,multi_word
PersonX barely ever invites PersonY to a party,PersonX invites PersonY to a party,trn,barely ever,multi_word
PersonX barely ever gives PersonX's girlfriend,PersonX gives PersonX's girlfriend,trn,barely ever,multi_word
PersonX barely ever gives PersonY a ride home,PersonX gives PersonY a ride home,trn,barely ever,multi_word
PersonX barely ever makes PersonY guess,PersonX makes PersonY guess,trn,barely ever,multi_word
PersonX by no means sends PersonY to summer camp,PersonX sends PersonY to summer camp,trn,by no means,multi_word
PersonX by no means takes PersonY to the doctor,PersonX takes PersonY to the doctor,trn,by no means,multi_word
PersonX by no means plays it straight,PersonX plays it straight,trn,by no means,multi_word
PersonX by no means calls PersonY later,PersonX calls PersonY later,trn,by no means,multi_word
PersonX by no means brings PersonY's umbrella,PersonX brings PersonY's umbrella,trn,by no means,multi_word
PersonX by no means takes PersonY to the mall,PersonX takes PersonY to the mall,trn,by no means,multi_word
PersonX by no means gets down on one knee,PersonX gets down on one knee,trn,by no means,multi_word
PersonX by no means loves the gift,PersonX loves the gift,trn,by no means,multi_word
PersonX by no means sees an old friend,PersonX sees an old friend,trn,by no means,multi_word
PersonX by no means takes PersonX's cat,PersonX takes PersonX's cat,trn,by no means,multi_word
PersonX by no means gets mad,PersonX gets mad,trn,by no means,multi_word
PersonX by no means has dinner together,PersonX has dinner together,trn,by no means,multi_word
PersonX by no means calls a plumber,PersonX calls a plumber,trn,by no means,multi_word
PersonX by no means adds PersonY,PersonX adds PersonY,trn,by no means,multi_word
PersonX by no means asks PersonY's help,PersonX asks PersonY's help,trn,by no means,multi_word
PersonX by no means asks PersonY to dance,PersonX asks PersonY to dance,trn,by no means,multi_word
PersonX by no means spends time with PersonY's family,PersonX spends time with PersonY's family,trn,by no means,multi_word
PersonX by no means brings PersonY's home,PersonX brings PersonY's home,trn,by no means,multi_word
PersonX by no means buys a christmas tree,PersonX buys a christmas tree,trn,by no means,multi_word
PersonX by no means crashes the car,PersonX crashes the car,trn,by no means,multi_word
PersonX by no means says maybe,PersonX says maybe,trn,by no means,multi_word
PersonX by no means improves PersonY's situation,PersonX improves PersonY's situation,trn,by no means,multi_word
PersonX by no means plays this game,PersonX plays this game,trn,by no means,multi_word
PersonX by no means helps PersonY's friend,PersonX helps PersonY's friend,trn,by no means,multi_word
PersonX by no means gives a speech,PersonX gives a speech,trn,by no means,multi_word
PersonX by no means asks for PersonY explanation,PersonX asks for PersonY explanation,trn,by no means,multi_word
PersonX by no means gives PersonY the answer,PersonX gives PersonY the answer,trn,by no means,multi_word
PersonX by no means gets better grades,PersonX gets better grades,trn,by no means,multi_word
PersonX by no means tnvites friends,PersonX invites friends,trn,by no means,multi_word
PersonX by no means shines PersonY's shoes,PersonX shines PersonY's shoes,trn,by no means,multi_word
PersonX by no means invites PersonX's family,PersonX invites PersonX's family,trn,by no means,multi_word
PersonX by no means buries PersonY's head,PersonX buries PersonY's head,trn,by no means,multi_word
PersonX by no means takes pity on PersonY,PersonX takes pity on PersonY,trn,by no means,multi_word
PersonX by no means keeps PersonY safe,PersonX keeps PersonY safe,trn,by no means,multi_word
PersonX by no means goes see PersonY,PersonX goes see PersonY,trn,by no means,multi_word
PersonX by no means plays video games together,PersonX plays video games together,trn,by no means,multi_word
PersonX by no means takes it from me,PersonX takes it from me,trn,by no means,multi_word
PersonX by no means holds PersonY close,PersonX holds PersonY close,trn,by no means,multi_word
PersonX by no means makes a lot of friends,PersonX makes a lot of friends,trn,by no means,multi_word
PersonX by no means gets married a year later,PersonX gets married a year later,trn,by no means,multi_word
PersonX by no means opens PersonX's presents,PersonX opens PersonX's presents,trn,by no means,multi_word
PersonX by no means takes PersonY's girlfriend out to dinner,PersonX takes PersonY's girlfriend out to dinner,trn,by no means,multi_word
PersonX by no means eats chicken wings,PersonX eats chicken wings,trn,by no means,multi_word
PersonX by no means borrows some money,PersonX borrows some money,trn,by no means,multi_word
PersonX by no means goes fishing with PersonY's father,PersonX goes fishing with PersonY's father,trn,by no means,multi_word
PersonX by no means returns PersonY's phone,PersonX returns PersonY's phone,trn,by no means,multi_word
PersonX by no means maintains PersonY relationship,PersonX maintains PersonY relationship,trn,by no means,multi_word
PersonX by no means asks PersonY to marry PersonY,PersonX asks PersonY to marry PersonY,trn,by no means,multi_word
PersonX by no means does something special for PersonY,PersonX does something special for PersonY,trn,by no means,multi_word
PersonX by no means gives PersonY the satisfaction,PersonX gives PersonY the satisfaction,trn,by no means,multi_word
PersonX is by no means the best in the class,PersonX is the best in the class,trn,by no means,multi_word
PersonX is by no means chasing PersonY,PersonX is chasing PersonY,trn,by no means,multi_word
PersonX is by no means pregnant with twins,PersonX is pregnant with twins,trn,by no means,multi_word
PersonX is by no means playing football with PersonX's friends,PersonX is playing football with PersonX's friends,trn,by no means,multi_word
PersonX is by no means playing basketball,PersonX is playing basketball,trn,by no means,multi_word
PersonX is by no means on a first date,PersonX is on a first date,trn,by no means,multi_word
PersonX is by no means cleaning out PersonY's garage,PersonX is cleaning out PersonY's garage,trn,by no means,multi_word
PersonX is by no means going to die,PersonX is going to die,trn,by no means,multi_word
PersonX is by no means at the store with PersonY's mom,PersonX is at the store with PersonY's mom,trn,by no means,multi_word
PersonX is by no means difficult for PersonY,PersonX is difficult for PersonY,trn,by no means,multi_word
PersonX is by no means dating PersonY,PersonX is dating PersonY,trn,by no means,multi_word
PersonX is by no means around PersonY,PersonX is around PersonY,trn,by no means,multi_word
PersonX is by no means hiking with friends,PersonX is hiking with friends,trn,by no means,multi_word
PersonX is by no means with PersonX's friends,PersonX is with PersonX's friends,trn,by no means,multi_word
PersonX is by no means upset with PersonY,PersonX is upset with PersonY,trn,by no means,multi_word
PersonX is by no means going to have a baby,PersonX is going to have a baby,trn,by no means,multi_word
PersonX is by no means having a birthday party,PersonX is having a birthday party,trn,by no means,multi_word
PersonX is by no means washing the dishes,PersonX is washing the dishes,trn,by no means,multi_word
PersonX is by no means on vacation in florida,PersonX is on vacation in florida,trn,by no means,multi_word
PersonX is by no means working on PersonY's car,PersonX is working on PersonY's car,trn,by no means,multi_word
PersonX is by no means selling cookies,PersonX is selling cookies,trn,by no means,multi_word
PersonX is by no means a really nice guy,PersonX is a really nice guy,trn,by no means,multi_word
PersonX is by no means the best gift PersonY had ever gotten,PersonX is the best gift PersonY had ever gotten,trn,by no means,multi_word
PersonX is by no means cheating on PersonY,PersonX is cheating on PersonY,trn,by no means,multi_word
PersonX is by no means PersonY's passion,PersonX is PersonY's passion,trn,by no means,multi_word
PersonX is by no means staring at PersonY,PersonX is staring at PersonY,trn,by no means,multi_word
PersonX is by no means PersonY's boyfriend,PersonX is PersonY's boyfriend,trn,by no means,multi_word
PersonX is by no means mean to PersonY,PersonX is mean to PersonY,trn,by no means,multi_word
PersonX is by no means mad at PersonY,PersonX is mad at PersonY,trn,by no means,multi_word
PersonX is by no means driving to work,PersonX is driving to work,trn,by no means,multi_word
PersonX ceases calling PersonX's bank,PersonX calls PersonX's bank,trn,cease,verb
PersonX ceases giving PersonY a tour,PersonX gives PersonY a tour,trn,cease,verb
PersonX ceases challenging PersonY's brother,PersonX challenges PersonY's brother,trn,cease,verb
PersonX ceases minding PersonX's business,PersonX minds PersonX's business,trn,cease,verb
PersonX ceases turning PersonY's head,PersonX turns PersonY's head,trn,cease,verb
PersonX ceases mowing PersonY's yard,PersonX mows PersonY's yard,trn,cease,verb
PersonX ceases telling PersonY to meet,PersonX tells PersonY to meet,trn,cease,verb
PersonX ceases working on PersonY's car,PersonX works on PersonY's car,trn,cease,verb
PersonX ceases paying PersonY's friend,PersonX pays PersonY's friend,trn,cease,verb
PersonX ceases providing PersonY,PersonX provides PersonY,trn,cease,verb
PersonX ceases taking PersonY back home,PersonX takes PersonY back home,trn,cease,verb
PersonX ceases putting PersonY's hands up,PersonX puts PersonY's hands up,trn,cease,verb
PersonX ceases eating PersonY's supper,PersonX eats PersonY's supper,trn,cease,verb
PersonX ceases becoming very depressed,PersonX becomes very depressed,trn,cease,verb
PersonX ceases directing PersonY's efforts,PersonX directs PersonY's efforts,trn,cease,verb
PersonX ceases providing PersonY with food,PersonX provides PersonY with food,trn,cease,verb
PersonX ceases pulling the rug out from under PersonY,PersonX pulls the rug out from under PersonY,trn,cease,verb
PersonX ceases taking care of PersonX's children,PersonX takes care of PersonX's children,trn,cease,verb
PersonX ceases calling someone,PersonX calls someone,trn,cease,verb
PersonX ceases calling PersonX's sister,PersonX calls PersonX's sister,trn,cease,verb
PersonX ceases trying to attack PersonY,PersonX tries to attack PersonY,trn,cease,verb
PersonX ceases increasing PersonY's income,PersonX increases PersonY's income,trn,cease,verb
PersonX ceases buying everything PersonY needed,PersonX buys everything PersonY needed,trn,cease,verb
PersonX ceases buying a new toy,PersonX buys a new toy,trn,cease,verb
PersonX ceases going fishing with PersonY's dad,PersonX goes fishing with PersonY's dad,trn,cease,verb
PersonX ceases turning the radio,PersonX turns the radio,trn,cease,verb
PersonX ceases playing ball,PersonX plays ball,trn,cease,verb
PersonX ceases making jokes,PersonX makes jokes,trn,cease,verb
PersonX disapproves challenging PersonY's brother,PersonX challenges PersonY's brother,trn,disapprove,verb
PersonX disapproves touching PersonY's heart,PersonX touches PersonY's heart,trn,disapprove,verb
PersonX disapproves providing PersonY explanation,PersonX provides PersonY explanation,trn,disapprove,verb
PersonX disapproves becoming very good,PersonX becomes very good,trn,disapprove,verb
PersonX disapproves telling the joke,PersonX tells the joke,trn,disapprove,verb
PersonX disapproves marrying PersonY's sister,PersonX marries PersonY's sister,trn,disapprove,verb
PersonX disapproves bringing PersonY's daughter,PersonX brings PersonY's daughter,trn,disapprove,verb
PersonX disapproves taking PersonY's girlfriend out,PersonX takes PersonY's girlfriend out,trn,disapprove,verb
PersonX disapproves making PersonY's laugh,PersonX makes PersonY's laugh,trn,disapprove,verb
PersonX disapproves giving PersonY money,PersonX gives PersonY money,trn,disapprove,verb
PersonX disapproves trying to talk to PersonY,PersonX tries to talk to PersonY,trn,disapprove,verb
PersonX disapproves trying to call PersonY,PersonX tries to call PersonY,trn,disapprove,verb
PersonX disapproves playing chess with PersonY,PersonX plays chess with PersonY,trn,disapprove,verb
PersonX disapproves starting the fire,PersonX starts the fire,trn,disapprove,verb
PersonX disapproves looking at PersonX's wife,PersonX looks at PersonX's wife,trn,disapprove,verb
PersonX disapproves calling a taxi,PersonX calls a taxi,trn,disapprove,verb
PersonX disapproves causing PersonY reaction,PersonX causes PersonY reaction,trn,disapprove,verb
PersonX disapproves following PersonY's home,PersonX follows PersonY's home,trn,disapprove,verb
PersonX disapproves asking PersonX's manager,PersonX asks PersonX's manager,trn,disapprove,verb
PersonX disapproves forgiving PersonY,PersonX forgives PersonY,trn,disapprove,verb
PersonX disapproves declaring war against PersonY,PersonX declares war against PersonY,trn,disapprove,verb
PersonX disapproves helping PersonY's friend,PersonX helps PersonY's friend,trn,disapprove,verb
PersonX disapproves keeping PersonY awake,PersonX keeps PersonY awake,trn,disapprove,verb
PersonX disapproves washing PersonY's clothes,PersonX washes PersonY's clothes,trn,disapprove,verb
PersonX disapproves spending time with PersonX's family,PersonX spends time with PersonX's family,trn,disapprove,verb
